name,description,cpf,online,duration,unit,level,degree,category,subcategory,organism,cities,price
PAO Adobe Photoshop,"<p>Formation Pao Adobe Photoshop pour la retouche d'images et la cr&eacute;ation graphique.<span class=""Apple-converted-space"">&nbsp;</span></p>
<p><em>(Obtenez la certification PCIE &agrave; la fin de votre formation. Modules personnalis&eacute;e en fonction du niveau et des objectifs. Acc&egrave;s illimit&eacute; &agrave; la Plateforme E-learning durant toute la dur&eacute;e de la formation + assistance par mail et t&eacute;l&eacute;phone + Coach Personnel d&eacute;di&eacute;)</em></p>
<p><span>&nbsp;</span></p>",checked,online,25,Hour,Aucun,"RS5588 - Utilisation d'un logiciel d'édition d'images (ICDL - PCIE).
La certification ""Utilisation d'un logiciel d'édition d'images (ICDL-PCIE)"" valide la capacité d'individus à créer, produire et préparer des documents destinés à un usage professionnel en utilisant un logiciel d'édition d'images.",Informatique,,L’Académie Formation,,2990
PAO Adobe InDesign,"<p><span>Utiliser InDesign, logiciel de PAO pour la cr&eacute;ation de supports de communication et commerciaux. Obtenez la certification PCIE &agrave; la fin de votre formation.</span><br /><br /><em>(Acc&egrave;s illimit&eacute; &agrave; notre plateforme durant toute la dur&eacute;e de la formation + Assistance par mail et t&eacute;l&eacute;phone + Coach personnel d&eacute;di&eacute;).</em></p>",checked,online,5,Hour,Aucun,"RS5190 - Utilisation d'un logiciel de PAO (PCIE - ICDL). La certification PAO valide la capacité d'individus à créer, produire et préparer des documents destinés à l'impression professionnelle, en utilisant des logiciels de Publication Assistée par Ordinateur spécialisés.",Informatique,,L’Académie Formation,,990
PAO Adobe InDesign,"<p><span>Utiliser InDesign, logiciel de PAO pour la cr&eacute;ation de supports de communication et commerciaux. Obtenez la certification PCIE &agrave; la fin de votre formation.</span><br /><br /><em>(Acc&egrave;s illimit&eacute; &agrave; notre plateforme durant toute la dur&eacute;e de la formation + Assistance par mail et t&eacute;l&eacute;phone + Coach personnel d&eacute;di&eacute;).</em></p>",checked,online,15,Hour,Aucun,"RS5190 - Utilisation d'un logiciel de PAO (PCIE - ICDL). La certification PAO valide la capacité d'individus à créer, produire et préparer des documents destinés à l'impression professionnelle, en utilisant des logiciels de Publication Assistée par Ordinateur spécialisés.",Informatique,,L’Académie Formation,,1990
PAO Adobe InDesign,"<p><span>Utiliser InDesign, logiciel de PAO pour la cr&eacute;ation de supports de communication et commerciaux. Obtenez la certification PCIE &agrave; la fin de votre formation.</span><br /><br /><em>(Acc&egrave;s illimit&eacute; &agrave; notre plateforme durant toute la dur&eacute;e de la formation + Assistance par mail et t&eacute;l&eacute;phone + Coach personnel d&eacute;di&eacute;).</em></p>",checked,online,25,Hour,Aucun,"RS5190 - Utilisation d'un logiciel de PAO (PCIE - ICDL). La certification PAO valide la capacité d'individus à créer, produire et préparer des documents destinés à l'impression professionnelle, en utilisant des logiciels de Publication Assistée par Ordinateur spécialisés.",Informatique,,L’Académie Formation,,2990
Hygiène et sécurité alimentaire (HACCP),"Formation HACCP, hygiène et sécurité alimentaire pour la restauration commerciale. À la fin de la formation le ou la stagiaire aura les compétences nécessaires pour mettre en place le HACCP.",checked,online,,,Aucun,"Certificatio, RS5764 - Hygiène alimentaire dans les établissements de restauration commerciale",Hôtellerie-Restauration,,L’Académie Formation,,1200
Création d’entreprise – Entrepreneur,"La création d'entreprise ou l'entrepreneuriat c'est savoir comment trouver et identifier un projet viable. Construire un business plan, définir une stratégie et porter son projet à sa réalisation grâce à une stratégie commerciale efficace.",checked,online,8,Hour,Aucun,"Validation de fin de formation
L'action de formation dispensée aux créateurs et repreneurs d'entreprise valide la capacité d'individus à créer une entreprise destinée à répondre à vos attentes professionnelles, en utilisant des compétences spécialisés.",Entrepreneuriat,,L’Académie Formation,,1000
Création d’entreprise – Entrepreneur,"La création d'entreprise ou l'entrepreneuriat c'est savoir comment trouver et identifier un projet viable. Construire un business plan, définir une stratégie et porter son projet à sa réalisation grâce à une stratégie commerciale efficace.",checked,online,18,Hour,Aucun,"Validation de fin de formation
L'action de formation dispensée aux créateurs et repreneurs d'entreprise valide la capacité d'individus à créer une entreprise destinée à répondre à vos attentes professionnelles, en utilisant des compétences spécialisés.",Entrepreneuriat,,L’Académie Formation,,2250
Création d’entreprise – Entrepreneur,"La création d'entreprise ou l'entrepreneuriat c'est savoir comment trouver et identifier un projet viable. Construire un business plan, définir une stratégie et porter son projet à sa réalisation grâce à une stratégie commerciale efficace.",checked,online,28,Hour,Aucun,"Validation de fin de formation
L'action de formation dispensée aux créateurs et repreneurs d'entreprise valide la capacité d'individus à créer une entreprise destinée à répondre à vos attentes professionnelles, en utilisant des compétences spécialisés.",Entrepreneuriat,,L’Académie Formation,,3350
Management,À la fin de la formation le ou la stagiaire saura maîtriser et appliquer les éléments fondamentaux du management,checked,online,10,Hour,Aucun,Certification RS5488 - Manager des politiques publiques,Management,,L’Académie Formation,,1490
Management,À la fin de la formation le ou la stagiaire saura maîtriser et appliquer les éléments fondamentaux du management,checked,online,14,Hour,Aucun,Certification RS5488 - Manager des politiques publiques,Management,,L’Académie Formation,,2600
Marketer l’e-commerce,"Utilisez les spécificités du marketing digital, mobile et multimédia dans sa stratégie webmarketing. Assimiler l’importance et la gestion des médias sociaux des canaux de communication du marketing digitale, et de l'acquisition sur le web. Obtenez la certification PCIE à la fin de votre formation.",checked,online,20,Hour,Aucun,Certification RS5129 - Marketer l’E-commerce (CP FFP),Marketing Digital,,L’Académie Formation,,2490
Création d'un site internet avec WORDPRESS,"Mettez en avant votre entreprise sur internet avec un site web professionnel.
Cette formation est basée sur la pratique, pour un niveau débutant et intermédiaire.",checked,online,5,Hour,Aucun,Certification : Utilisation d'un logiciel d'édition de site web (ICDL - PCIE),Informatique,,L’Académie Formation,,1000
Création d'un site internet avec WORDPRESS,"Mettez en avant votre entreprise sur internet avec un site web professionnel.
Cette formation est basée sur la pratique, pour un niveau débutant et intermédiaire.",checked,online,15,Hour,Aucun,Certification : Utilisation d'un logiciel d'édition de site web (ICDL - PCIE),Informatique,,L’Académie Formation,,2000
Création d'un site internet avec WORDPRESS,"Mettez en avant votre entreprise sur internet avec un site web professionnel.
Cette formation est basée sur la pratique, pour un niveau débutant et intermédiaire.",checked,online,25,Hour,Aucun,Certification : Utilisation d'un logiciel d'édition de site web (ICDL - PCIE),Informatique,,L’Académie Formation,,3000
Création de site internet Python,Formation interactive et vidéo à distance pour maitriser l'intégralité des fonctionnalités de PYTHON. Formation personnalisable en fonction de votre niveau et de votre besoin. Support de cours pour un usage continu pendant toute la durée de la licence,checked,online,8,Hour,Aucun,Certification : Utilisation d'un logiciel d'édition de site web (ICDL - PCIE),Informatique,,L’Académie Formation,,1800
Création de site internet Python,Formation interactive et vidéo à distance pour maitriser l'intégralité des fonctionnalités de PYTHON. Formation personnalisable en fonction de votre niveau et de votre besoin. Support de cours pour un usage continu pendant toute la durée de la licence,checked,online,18,Hour,Aucun,Certification : Utilisation d'un logiciel d'édition de site web (ICDL - PCIE),Informatique,,L’Académie Formation,,3900
Pack office PowerPoint - Niveau Standard,"Maîtriser les fonctions basiques et avancées de Powerpoint. Insérer, manipuler des images, créer des tableaux, créer des SmartArt. Insérer des sons et vidéos, animer ses présentations. Obtenez la certification PCIE à la fin de votre formation.",checked,online,4,Hour,Aucun,Certification : RS5591 - Utilisation d'un logiciel de présentation (ICDL-PCIE),Informatique,,L’Académie Formation,,990
Pack office PowerPoint - Niveau Standard,"Maîtriser les fonctions basiques de Powerpoint. Insérer, manipuler des images, créer des tableaux, créer des SmartArt. Insérer des sons et vidéos, animer ses présentations. Obtenez la certification PCIE à la fin de votre formation.",checked,online,14,Hour,Aucun,Certification : RS5591 - Utilisation d'un logiciel de présentation (ICDL-PCIE),Informatique,,L’Académie Formation,,1990
Pack office PowerPoint - Niveau Avancé,"Maîtriser les fonctions avancées de Powerpoint. Insérer, manipuler des images, créer des tableaux, créer des SmartArt. Insérer des sons et vidéos, animer ses présentations. Obtenez la certification PCIE à la fin de votre formation.",checked,online,4,Hour,Aucun,Certification : RS5591 - Utilisation d'un logiciel de présentation (ICDL-PCIE),Informatique,,L’Académie Formation,,990
Pack office PowerPoint - Niveau Avancé,"Maîtriser les fonctions avancées de Powerpoint. Insérer, manipuler des images, créer des tableaux, créer des SmartArt. Insérer des sons et vidéos, animer ses présentations. Obtenez la certification PCIE à la fin de votre formation.",checked,online,14,Hour,Aucun,Certification : RS5591 - Utilisation d'un logiciel de présentation (ICDL-PCIE),Informatique,,L’Académie Formation,,1990
Pack Office Excel - Niveau standard,"Soyez capable d'utiliser les fonctions d'excel pour analyser et présenter des données, tableaux et graphiques. Obtenez la certification PCIE à la fin de votre formation.",checked,online,5,Hour,Aucun,Certificatio RS5590 - Utilisation d'un logiciel de tableur (ICDL - PCIE),Informatique,,L’Académie Formation,,990
Pack Office Excel - Niveau standard,"Soyez capable d'utiliser les fonctions d'excel pour analyser et présenter des données, tableaux et graphiques. Obtenez la certification PCIE à la fin de votre formation.",checked,online,15,Hour,Aucun,Certificatio RS5590 - Utilisation d'un logiciel de tableur (ICDL - PCIE),Informatique,,L’Académie Formation,,1990
Pack Office Excel - Niveau standard,"Soyez capable d'utiliser les fonctions d'excel pour analyser et présenter des données, tableaux et graphiques. Obtenez la certification PCIE à la fin de votre formation.",checked,online,25,Hour,Aucun,Certificatio RS5590 - Utilisation d'un logiciel de tableur (ICDL - PCIE),Informatique,,L’Académie Formation,,2900
Pack Office Excel - Niveau avancé,"Soyez capable d'utiliser les fonctions d'excel pour analyser et présenter des données, tableaux et graphiques. Obtenez la certification PCIE à la fin de votre formation",checked,online,5,Hour,Aucun,Certificatio RS5590 - Utilisation d'un logiciel de tableur (ICDL - PCIE),Informatique,,L’Académie Formation,,990
Pack Office Excel - Niveau avancé,"Soyez capable d'utiliser les fonctions d'excel pour analyser et présenter des données, tableaux et graphiques. Obtenez la certification PCIE à la fin de votre formation",checked,online,15,Hour,Aucun,Certificatio RS5590 - Utilisation d'un logiciel de tableur (ICDL - PCIE),Informatique,,L’Académie Formation,,1990
Pack Office Excel - Niveau avancé,"Soyez capable d'utiliser les fonctions d'excel pour analyser et présenter des données, tableaux et graphiques. Obtenez la certification PCIE à la fin de votre formation",checked,online,25,Hour,Aucun,Certificatio RS5590 - Utilisation d'un logiciel de tableur (ICDL - PCIE),Informatique,,L’Académie Formation,,2900
Pack Office Excel - Niveau avancé : prévisionnel financier,"Soyez capable d'utiliser les fonctions d'excel pour analyser et présenter des données, tableaux et graphiques. Obtenez la certification PCIE à la fin de votre formation",checked,online,5,Hour,Aucun,Certification RS5590 - Utilisation d'un logiciel de tableur (ICDL - PCIE),Informatique,,L’Académie Formation,,900
Pack Office Excel - Niveau avancé : prévisionnel financier,"Soyez capable d'utiliser les fonctions d'excel pour analyser et présenter des données, tableaux et graphiques. Obtenez la certification PCIE à la fin de votre formation",checked,online,15,Hour,Aucun,Certification RS5590 - Utilisation d'un logiciel de tableur (ICDL - PCIE),Informatique,,L’Académie Formation,,1990
Pack Office Excel - Niveau avancé : prévisionnel financier,"Soyez capable d'utiliser les fonctions d'excel pour analyser et présenter des données, tableaux et graphiques. Obtenez la certification PCIE à la fin de votre formation",checked,online,25,Hour,Aucun,Certification RS5590 - Utilisation d'un logiciel de tableur (ICDL - PCIE),Informatique,,L’Académie Formation,,2900
Pack Office Word - Niveau Standard,"Maîtriser les fonctions basiques et avancées de Word. Créer, mettre en page, personnaliser les documents professionnels (courriers, rapports, comptes-rendus, notes de service). Obtenez la certification PCIE à la fin de votre formation.",checked,online,4,Hour,Aucun,Certification : RS5589 - Utilisation d'un logiciel de traitement de texte (ICDL - PCIE),Informatique,,L’Académie Formation,,990
Pack Office Word - Niveau Standard,"Maîtriser les fonctions basiques et avancées de Word. Créer, mettre en page, personnaliser les documents professionnels (courriers, rapports, comptes-rendus, notes de service). Obtenez la certification PCIE à la fin de votre formation.",checked,online,14,Hour,Aucun,Certification : RS5589 - Utilisation d'un logiciel de traitement de texte (ICDL - PCIE),Informatique,,L’Académie Formation,,1990
